set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,Correction,Comment
50,24,sport,singular,present,The young runner who the captain who the referee trusted appreciated recklessly sprints down the track.,16,nested_object_d,1200,,
51,1,sport,plural,present,The athletes run the tracks.,5,baseline_a,1201,,
51,2,sport,plural,present,The athletes successfully run the tracks.,6,baseline_b,1202,,
51,3,sport,plural,present,The skilled athletes run the tracks.,6,baseline_c,1203,,
51,4,sport,plural,present,The skilled athletes successfully run the tracks.,7,baseline_d,1204,,
51,5,sport,plural,present,The athletes in the gym run the tracks.,8,control_a,1205,,
51,6,sport,plural,present,The athletes in the gym successfully run the tracks.,9,control_b,1206,,
51,7,sport,plural,present,The skilled athletes in the gym run the tracks.,9,control_c,1207,,
51,8,sport,plural,present,The skilled athletes in the gym successfully run the tracks.,10,control_d,1208,,
51,9,sport,plural,present,The athletes who trained well run the tracks.,8,standard_subject_a,1209,,
51,10,sport,plural,present,The athletes who trained well successfully run the tracks.,9,standard_subject_b,1210,,
51,11,sport,plural,present,The skilled athletes who trained well run the tracks.,9,standard_subject_c,1211,,
51,12,sport,plural,present,The skilled athletes who trained well successfully run the tracks.,10,standard_subject_d,1212,,
51,13,sport,plural,present,The athletes who the coaches selected run the tracks.,9,standard_object_a,1213,,
51,14,sport,plural,present,The athletes who the coaches selected successfully run the tracks.,10,standard_object_b,1214,,
51,15,sport,plural,present,The skilled athletes who the coaches selected run the tracks.,10,standard_object_c,1215,,
51,16,sport,plural,present,The skilled athletes who the coaches selected successfully run the tracks.,11,standard_object_d,1216,,
51,17,sport,plural,present,The athletes who read the manuals that were provided run the tracks.,12,nested_subject_a,1217,,
51,18,sport,plural,present,The athletes who read the manuals that were provided successfully run the tracks.,13,nested_subject_b,1218,,
51,19,sport,plural,present,The skilled athletes who read the manuals that were provided run the tracks.,13,nested_subject_c,1219,,
51,20,sport,plural,present,The skilled athletes who read the manuals that were provided successfully run the tracks.,14,nested_subject_d,1220,,
51,21,sport,plural,present,The athletes who the trainers who the gyms employed supported run the tracks.,13,nested_object_a,1221,,
51,22,sport,plural,present,The athletes who the trainers who the gyms employed supported successfully run the tracks.,14,nested_object_b,1222,,
51,23,sport,plural,present,The skilled athletes who the trainers who the gyms employed supported run the tracks.,14,nested_object_c,1223,,
51,24,sport,plural,present,The skilled athletes who the trainers who the gyms employed supported successfully run the tracks.,15,nested_object_d,1224,,
52,1,transport,singular,present,The operator operates the buses at night.,6,baseline_a,1225,,
52,2,transport,singular,present,The operator efficiently operates the buses at night.,7,baseline_b,1226,,
52,3,transport,singular,present,The experienced operator operates the buses at night.,7,baseline_c,1227,,
52,4,transport,singular,present,The experienced operator efficiently operates the buses at night.,8,baseline_d,1228,,
52,5,transport,singular,present,The operator in the control room operates the buses at night.,10,control_a,1229,,
52,6,transport,singular,present,The operator in the control room efficiently operates the buses at night.,11,control_b,1230,,
52,7,transport,singular,present,The experienced operator in the control room operates the buses at night.,11,control_c,1231,,
52,8,transport,singular,present,The experienced operator in the control room efficiently operates the buses at night.,12,control_d,1232,,
52,9,transport,singular,present,The operator who studied the traffic pattern operates the buses at night.,10,standard_subject_a,1233,,
52,10,transport,singular,present,The operator who studied the traffic pattern efficiently operates the buses at night.,11,standard_subject_b,1234,,
52,11,transport,singular,present,The experienced operator who studied the traffic pattern operates the buses at night.,11,standard_subject_c,1235,,
52,12,transport,singular,present,The experienced operator who studied the traffic pattern efficiently operates the buses at night.,12,standard_subject_d,1236,,
52,13,transport,singular,present,The operator that the engineer trained operates the buses at night.,10,standard_object_a,1237,,
52,14,transport,singular,present,The operator that the engineer trained efficiently operates the buses at night.,11,standard_object_b,1238,,
52,15,transport,singular,present,The experienced operator that the engineer trained operates the buses at night.,11,standard_object_c,1239,,
52,16,transport,singular,present,The experienced operator that the engineer trained efficiently operates the buses at night.,12,standard_object_d,1240,,
52,17,transport,singular,present,The operator who checked the map that the analyst created operates the buses at night.,14,nested_subject_a,1241,,
52,18,transport,singular,present,The operator who checked the map that the analyst created efficiently operates the buses at night.,15,nested_subject_b,1242,,
52,19,transport,singular,present,The experienced operator who checked the map that the analyst created operates the buses at night.,15,nested_subject_c,1243,,
52,20,transport,singular,present,The experienced operator who checked the map that the analyst created efficiently operates the buses at night.,16,nested_subject_d,1244,,
52,21,transport,singular,present,The operator that the driver that the agency hired trusted operates the buses at night.,14,nested_object_a,1245,,
52,22,transport,singular,present,The operator that the driver that the agency hired trusted efficiently operates the buses at night.,15,nested_object_b,1246,,
52,23,transport,singular,present,The experienced operator that the driver that the agency hired trusted operates the buses at night.,15,nested_object_c,1247,,
52,24,transport,singular,present,The experienced operator that the driver that the agency hired trusted efficiently operates the buses at night.,16,nested_object_d,1248,,
53,1,transport,plural,present,The pilots fly the plane.,6,baseline_a,1249,,
53,2,transport,plural,present,The pilots successfully fly the plane.,7,baseline_b,1250,,
53,3,transport,plural,present,The experienced pilots fly the plane.,7,baseline_c,1251,,
53,4,transport,plural,present,The experienced pilots successfully fly the plane.,8,baseline_d,1252,,
53,5,transport,plural,present,The pilots in the cockpit fly the plane.,9,control_a,1253,,
53,6,transport,plural,present,The pilots in the cockpit successfully fly the plane.,10,control_b,1254,,
53,7,transport,plural,present,The experienced pilots in the cockpit fly the plane.,10,control_c,1255,,
53,8,transport,plural,present,The experienced pilots in the cockpit successfully fly the plane.,11,control_d,1256,,
53,9,transport,plural,present,The pilots who studied hard fly the plane.,9,standard_subject_a,1257,,
53,10,transport,plural,present,The pilots who studied hard successfully fly the plane.,10,standard_subject_b,1258,,
53,11,transport,plural,present,The experienced pilots who studied hard fly the plane.,10,standard_subject_c,1259,,
53,12,transport,plural,present,The experienced pilots who studied hard successfully fly the plane.,11,standard_subject_d,1260,,
53,13,transport,plural,present,The pilots who the air traffic controllers called fly the plane.,12,standard_object_a,1261,,
53,14,transport,plural,present,The pilots who the air traffic controllers called successfully fly the plane.,13,standard_object_b,1262,,
53,15,transport,plural,present,The experienced pilots who the air traffic controllers called fly the plane.,13,standard_object_c,1263,,
53,16,transport,plural,present,The experienced pilots who the air traffic controllers called successfully fly the plane.,14,standard_object_d,1264,,
53,17,transport,plural,present,The pilots who reviewed the weather reports that were just released fly the plane.,15,nested_subject_a,1265,,
53,18,transport,plural,present,The pilots who reviewed the weather reports that were just released successfully fly the plane.,16,nested_subject_b,1266,,
53,19,transport,plural,present,The experienced pilots who reviewed the weather reports that were just released fly the plane.,16,nested_subject_c,1267,,
53,20,transport,plural,present,The experienced pilots who reviewed the weather reports that were just released successfully fly the plane.,17,nested_subject_d,1268,,
53,21,transport,plural,present,The pilots who the flight attendants who the airlines hired assisted fly the plane.,15,nested_object_a,1269,,
53,22,transport,plural,present,The pilots who the flight attendants who the airlines hired assisted successfully fly the plane.,16,nested_object_b,1270,,
53,23,transport,plural,present,The experienced pilots who the flight attendants who the airlines hired assisted fly the plane.,16,nested_object_c,1271,,
53,24,transport,plural,present,The experienced pilots who the flight attendants who the airlines hired assisted successfully fly the plane.,17,nested_object_d,1272,,
54,1,transport,plural,present,The mechanics drive the train.,5,baseline_a,1273,,
54,2,transport,plural,present,The mechanics safely drive the train.,6,baseline_b,1274,,
54,3,transport,plural,present,The experienced mechanics drive the train.,6,baseline_c,1275,,
54,4,transport,plural,present,The experienced mechanics safely drive the train.,7,baseline_d,1276,,
54,5,transport,plural,present,The mechanics in uniform drive the train.,7,control_a,1277,,
54,6,transport,plural,present,The mechanics in uniform safely drive the train.,8,control_b,1278,,
54,7,transport,plural,present,The experienced mechanics in uniform drive the train.,8,control_c,1279,,
54,8,transport,plural,present,The experienced mechanics in uniform safely drive the train.,9,control_d,1280,,
54,9,transport,plural,present,The mechanics who traveled widely drive the train.,8,standard_subject_a,1281,,
54,10,transport,plural,present,The mechanics who traveled widely safely drive the train.,9,standard_subject_b,1282,,
54,11,transport,plural,present,The experienced mechanics who traveled widely drive the train.,9,standard_subject_c,1283,,
54,12,transport,plural,present,The experienced mechanics who traveled widely safely drive the train.,10,standard_subject_d,1284,,
54,13,transport,plural,present,The mechanics who the managers chose drive the train.,9,standard_object_a,1285,,
54,14,transport,plural,present,The mechanics who the managers chose safely drive the train.,10,standard_object_b,1286,,
54,15,transport,plural,present,The experienced mechanics who the managers chose drive the train.,10,standard_object_c,1287,,
54,16,transport,plural,present,The experienced mechanics who the managers chose safely drive the train.,11,standard_object_d,1288,,
54,17,transport,plural,present,The mechanics who studied the manuals that explained all procedures drive the train.,13,nested_subject_a,1289,,
54,18,transport,plural,present,The mechanics who studied the manuals that explained all procedures safely drive the train.,14,nested_subject_b,1290,,
54,19,transport,plural,present,The experienced mechanics who studied the manuals that explained all procedures drive the train.,14,nested_subject_c,1291,,
54,20,transport,plural,present,The experienced mechanics who studied the manuals that explained all procedures safely drive the train.,15,nested_subject_d,1292,,
54,21,transport,plural,present,The mechanics who the instructors who the companies hired trained drive the train.,13,nested_object_a,1293,,
54,22,transport,plural,present,The mechanics who the instructors who the companies hired trained safely drive the train.,14,nested_object_b,1294,,
54,23,transport,plural,present,The experienced mechanics who the instructors who the companies hired trained drive the train.,14,nested_object_c,1295,,
54,24,transport,plural,present,The experienced mechanics who the instructors who the companies hired trained safely drive the train.,15,nested_object_d,1296,,
55,1,weather,singular,present,The storm sweeps across valleys.,4,baseline_a,1297,,
55,2,weather,singular,present,The storm rapidly sweeps across valleys.,5,baseline_b,1298,,
55,3,weather,singular,present,The violent storm sweeps across valleys.,5,baseline_c,1299,,
55,4,weather,singular,present,The violent storm rapidly sweeps across valleys.,6,baseline_d,1300,,
55,5,weather,singular,present,The storm in the north sweeps across valleys.,7,control_a,1301,,
55,6,weather,singular,present,The storm in the north rapidly sweeps across valleys.,8,control_b,1302,,
55,7,weather,singular,present,The violent storm in the north sweeps across valleys.,8,control_c,1303,,
55,8,weather,singular,present,The violent storm in the north rapidly sweeps across valleys.,9,control_d,1304,,
55,9,weather,singular,present,The storm that developed the downpour sweeps across valleys.,7,standard_subject_a,1305,x,
55,10,weather,singular,present,The storm that developed the downpour rapidly sweeps across valleys.,8,standard_subject_b,1306,x,
55,11,weather,singular,present,The violent storm that developed the downpour sweeps across valleys.,8,standard_subject_c,1307,x,
55,12,weather,singular,present,The violent storm that developed the downpour rapidly sweeps across valleys.,9,standard_subject_d,1308,x,
55,13,weather,singular,present,The storm that the forecaster predicted sweeps across valleys.,7,standard_object_a,1309,,
55,14,weather,singular,present,The storm that the forecaster predicted rapidly sweeps across valleys.,8,standard_object_b,1310,,
55,15,weather,singular,present,The violent storm that the forecaster predicted sweeps across valleys.,8,standard_object_c,1311,,
55,16,weather,singular,present,The violent storm that the forecaster predicted rapidly sweeps across valleys.,9,standard_object_d,1312,,
55,17,weather,singular,present,The storm that developed the downpour that spread quickly sweeps across valleys.,10,nested_subject_a,1313,x,
55,18,weather,singular,present,The storm that developed the downpour that spread quickly rapidly sweeps across valleys.,11,nested_subject_b,1314,x,
55,19,weather,singular,present,The violent storm that developed the downpour that spread quickly sweeps across valleys.,11,nested_subject_c,1315,x,
55,20,weather,singular,present,The violent storm that developed the downpour that spread quickly rapidly sweeps across valleys.,12,nested_subject_d,1316,x,
55,21,weather,singular,present,The storm that the forecaster whom the reporter interviewed predicted sweeps across valleys.,10,nested_object_a,1317,,
55,22,weather,singular,present,The storm that the forecaster whom the reporter interviewed predicted rapidly sweeps across valleys.,11,nested_object_b,1318,,
55,23,weather,singular,present,The violent storm that the forecaster whom the reporter interviewed predicted sweeps across valleys.,11,nested_object_c,1319,,
55,24,weather,singular,present,The violent storm that the forecaster whom the reporter interviewed predicted rapidly sweeps across valleys.,12,nested_object_d,1320,,
56,1,weather,singular,present,The storm causes heavy damage outside.,6,baseline_a,1321,,
56,2,weather,singular,present,The storm eventually causes heavy damage outside.,7,baseline_b,1322,,
56,3,weather,singular,present,The severe storm causes heavy damage outside.,7,baseline_c,1323,,
56,4,weather,singular,present,The severe storm eventually causes heavy damage outside.,8,baseline_d,1324,,
56,5,weather,singular,present,The storm in winter causes heavy damage outside.,8,control_a,1325,,
56,6,weather,singular,present,The storm in winter eventually causes heavy damage outside.,9,control_b,1326,,
56,7,weather,singular,present,The severe storm in winter causes heavy damage outside.,9,control_c,1327,,
56,8,weather,singular,present,The severe storm in winter eventually causes heavy damage outside.,10,control_d,1328,,
56,9,weather,singular,present,The storm that brought rain causes heavy damage outside.,9,standard_subject_a,1329,,
56,10,weather,singular,present,The storm that brought rain eventually causes heavy damage outside.,10,standard_subject_b,1330,,
56,11,weather,singular,present,The severe storm that brought rain causes heavy damage outside.,10,standard_subject_c,1331,,
56,12,weather,singular,present,The severe storm that brought rain eventually causes heavy damage outside.,11,standard_subject_d,1332,,
56,13,weather,singular,present,The storm that the forecaster predicted causes heavy damage outside.,10,standard_object_a,1333,,
56,14,weather,singular,present,The storm that the forecaster predicted eventually causes heavy damage outside.,11,standard_object_b,1334,,
56,15,weather,singular,present,The severe storm that the forecaster predicted causes heavy damage outside.,11,standard_object_c,1335,,
56,16,weather,singular,present,The severe storm that the forecaster predicted eventually causes heavy damage outside.,12,standard_object_d,1336,,
56,17,weather,singular,present,The storm that reached the city that had many bridges causes heavy damage outside.,13,nested_subject_a,1337,,
56,18,weather,singular,present,The storm that reached the city that had many bridges eventually causes heavy damage outside.,14,nested_subject_b,1338,,
56,19,weather,singular,present,The severe storm that reached the city that had many bridges causes heavy damage outside.,14,nested_subject_c,1339,,
56,20,weather,singular,present,The severe storm that reached the city that had many bridges eventually causes heavy damage outside.,15,nested_subject_d,1340,,
56,21,weather,singular,present,The storm that the scientist who the government hired studied causes heavy damage outside.,14,nested_object_a,1341,,
56,22,weather,singular,present,The storm that the scientist who the government hired studied eventually causes heavy damage outside.,15,nested_object_b,1342,,
56,23,weather,singular,present,The severe storm that the scientist who the government hired studied causes heavy damage outside.,15,nested_object_c,1343,,
56,24,weather,singular,present,The severe storm that the scientist who the government hired studied eventually causes heavy damage outside.,16,nested_object_d,1344,,
57,1,weather,plural,present,The meteorologists check the temperature.,5,baseline_a,1345,,
57,2,weather,plural,present,The meteorologists quickly check the temperature.,6,baseline_b,1346,,
57,3,weather,plural,present,The experienced meteorologists check the temperature.,6,baseline_c,1347,,
57,4,weather,plural,present,The experienced meteorologists quickly check the temperature.,7,baseline_d,1348,,
57,5,weather,plural,present,The meteorologists in the station check the temperature.,8,control_a,1349,,
57,6,weather,plural,present,The meteorologists in the station quickly check the temperature.,9,control_b,1350,,
57,7,weather,plural,present,The experienced meteorologists in the station check the temperature.,9,control_c,1351,,
57,8,weather,plural,present,The experienced meteorologists in the station quickly check the temperature.,10,control_d,1352,,
57,9,weather,plural,present,The meteorologists who forecast the storms check the temperature.,9,standard_subject_a,1353,,
57,10,weather,plural,present,The meteorologists who forecast the storms quickly check the temperature.,10,standard_subject_b,1354,,
57,11,weather,plural,present,The experienced meteorologists who forecast the storms check the temperature.,10,standard_subject_c,1355,,
57,12,weather,plural,present,The experienced meteorologists who forecast the storms quickly check the temperature.,11,standard_subject_d,1356,,
57,13,weather,plural,present,The meteorologists who the directors appointed check the temperature.,9,standard_object_a,1357,,
57,14,weather,plural,present,The meteorologists who the directors appointed quickly check the temperature.,10,standard_object_b,1358,,
57,15,weather,plural,present,The experienced meteorologists who the directors appointed check the temperature.,10,standard_object_c,1359,,
57,16,weather,plural,present,The experienced meteorologists who the directors appointed quickly check the temperature.,11,standard_object_d,1360,,
57,17,weather,plural,present,The meteorologists who analyzed the data that was from the satellite check the temperature.,14,nested_subject_a,1361,,
57,18,weather,plural,present,The meteorologists who analyzed the data that was from the satellite quickly check the temperature.,15,nested_subject_b,1362,,
57,19,weather,plural,present,The experienced meteorologists who analyzed the data that was from the satellite check the temperature.,15,nested_subject_c,1363,,
57,20,weather,plural,present,The experienced meteorologists who analyzed the data that was from the satellite quickly check the temperature.,16,nested_subject_d,1364,,
57,21,weather,plural,present,The meteorologists who the scientists who the governments hired respected check the temperature.,13,nested_object_a,1365,,
57,22,weather,plural,present,The meteorologists who the scientists who the governments hired respected quickly check the temperature.,14,nested_object_b,1366,,
57,23,weather,plural,present,The experienced meteorologists who the scientists who the governments hired respected check the temperature.,14,nested_object_c,1367,,
57,24,weather,plural,present,The experienced meteorologists who the scientists who the governments hired respected quickly check the temperature.,15,nested_object_d,1368,,
58,1,work,singular,present,The teacher grades the paper.,5,baseline_a,1369,,
58,2,work,singular,present,The teacher carefully grades the paper.,6,baseline_b,1370,,
58,3,work,singular,present,The experienced teacher grades the paper.,6,baseline_c,1371,,
58,4,work,singular,present,The experienced teacher carefully grades the paper.,7,baseline_d,1372,,
58,5,work,singular,present,The teacher in the staff room grades the paper.,9,control_a,1373,,
58,6,work,singular,present,The teacher in the staff room carefully grades the paper.,10,control_b,1374,,
58,7,work,singular,present,The experienced teacher in the staff room grades the paper.,10,control_c,1375,,
58,8,work,singular,present,The experienced teacher in the staff room carefully grades the paper.,11,control_d,1376,,
58,9,work,singular,present,The teacher who studied hard grades the paper.,8,standard_subject_a,1377,,
58,10,work,singular,present,The teacher who studied hard carefully grades the paper.,9,standard_subject_b,1378,,
58,11,work,singular,present,The experienced teacher who studied hard grades the paper.,9,standard_subject_c,1379,,
58,12,work,singular,present,The experienced teacher who studied hard carefully grades the paper.,10,standard_subject_d,1380,,
58,13,work,singular,present,The teacher who the student respected grades the paper.,9,standard_object_a,1381,,
58,14,work,singular,present,The teacher who the student respected carefully grades the paper.,10,standard_object_b,1382,,
58,15,work,singular,present,The experienced teacher who the student respected grades the paper.,10,standard_object_c,1383,,
58,16,work,singular,present,The experienced teacher who the student respected carefully grades the paper.,11,standard_object_d,1384,,
58,17,work,singular,present,The teacher who read the book that was on the shelf grades the paper.,14,nested_subject_a,1385,,
58,18,work,singular,present,The teacher who read the book that was on the shelf carefully grades the paper.,15,nested_subject_b,1386,,
58,19,work,singular,present,The experienced teacher who read the book that was on the shelf grades the paper.,15,nested_subject_c,1387,,
58,20,work,singular,present,The experienced teacher who read the book that was on the shelf carefully grades the paper.,16,nested_subject_d,1388,,
58,21,work,singular,present,The teacher who the parents who the schools invited met grades the paper.,13,nested_object_a,1389,,
58,22,work,singular,present,The teacher who the parents who the schools invited met carefully grades the paper.,14,nested_object_b,1390,,
58,23,work,singular,present,The experienced teacher who the parents who the schools invited met grades the paper.,14,nested_object_c,1391,,
58,24,work,singular,present,The experienced teacher who the parents who the schools invited met carefully grades the paper.,15,nested_object_d,1392,,
59,1,work,plural,present,The employees eat their sandwiches.,5,baseline_a,1393,,
59,2,work,plural,present,The employees quickly eat their sandwiches.,6,baseline_b,1394,,
59,3,work,plural,present,The young employees eat their sandwiches.,6,baseline_c,1395,,
59,4,work,plural,present,The young employees quickly eat their sandwiches.,7,baseline_d,1396,,
59,5,work,plural,present,The employees in the break room eat their sandwiches.,9,control_a,1397,,
59,6,work,plural,present,The employees in the break room quickly eat their sandwiches.,10,control_b,1398,,
59,7,work,plural,present,The young employees in the break room eat their sandwiches.,10,control_c,1399,,
59,8,work,plural,present,The young employees in the break room quickly eat their sandwiches.,11,control_d,1400,,
59,9,work,plural,present,The employees who studied hard eat their sandwiches.,8,standard_subject_a,1401,,
59,10,work,plural,present,The employees who studied hard quickly eat their sandwiches.,9,standard_subject_b,1402,,
59,11,work,plural,present,The young employees who studied hard eat their sandwiches.,9,standard_subject_c,1403,,
59,12,work,plural,present,The young employees who studied hard quickly eat their sandwiches.,10,standard_subject_d,1404,,
59,13,work,plural,present,The employees who the supervisors called eat their sandwiches.,9,standard_object_a,1405,,
59,14,work,plural,present,The employees who the supervisors called quickly eat their sandwiches.,10,standard_object_b,1406,,
59,15,work,plural,present,The young employees who the supervisors called eat their sandwiches.,10,standard_object_c,1407,,
59,16,work,plural,present,The young employees who the supervisors called quickly eat their sandwiches.,11,standard_object_d,1408,,
59,17,work,plural,present,The employees who saw the textbooks that were on the shelves eat their sandwiches.,14,nested_subject_a,1409,,
59,18,work,plural,present,The employees who saw the textbooks that were on the shelves quickly eat their sandwiches.,15,nested_subject_b,1410,,
59,19,work,plural,present,The young employees who saw the textbooks that were on the shelves eat their sandwiches.,15,nested_subject_c,1411,,
59,20,work,plural,present,The young employees who saw the textbooks that were on the shelves quickly eat their sandwiches.,16,nested_subject_d,1412,,
59,21,work,plural,present,The employees who the teachers who the schools employed praised eat their sandwiches.,13,nested_object_a,1413,,
59,22,work,plural,present,The employees who the teachers who the schools employed praised quickly eat their sandwiches.,14,nested_object_b,1414,,
59,23,work,plural,present,The young employees who the teachers who the schools employed praised eat their sandwiches.,14,nested_object_c,1415,,
59,24,work,plural,present,The young employees who the teachers who the schools employed praised quickly eat their sandwiches.,15,nested_object_d,1416,,
60,1,work,plural,present,The teachers explain the math problem.,6,baseline_a,1417,,
60,2,work,plural,present,The teachers clearly explain the math problem.,7,baseline_b,1418,,
60,3,work,plural,present,The experienced teachersexplain the math problem.,7,baseline_c,1419,,
60,4,work,plural,present,The experienced teachers clearly explain the math problem.,8,baseline_d,1420,,
60,5,work,plural,present,The teachers in the school explain the math problem.,9,control_a,1421,,
60,6,work,plural,present,The teachers in the school clearly explain the math problem.,10,control_b,1422,,
60,7,work,plural,present,The experienced teachers in the school explain the math problem.,10,control_c,1423,,
60,8,work,plural,present,The experienced teachers in the school clearly explain the math problem.,11,control_d,1424,,
60,9,work,plural,present,The teachers who prepared the classes explain the math problem.,9,standard_subject_a,1425,,
60,10,work,plural,present,The teachers who prepared the classes clearly explain the math problem.,10,standard_subject_b,1426,,
60,11,work,plural,present,The experienced teachers who prepared the classes explain the math problem.,10,standard_subject_c,1427,,
60,12,work,plural,present,The experienced teachers who prepared the classes clearly explain the math problem.,11,standard_subject_d,1428,,
60,13,work,plural,present,The teachers who the principals hired explain the math problem.,10,standard_object_a,1429,,
60,14,work,plural,present,The teachers who the principals hired clearly explain the math problem.,11,standard_object_b,1430,,
60,15,work,plural,present,The experienced teachers who the principals hired explain the math problem.,11,standard_object_c,1431,,
60,16,work,plural,present,The experienced teachers who the principals hired clearly explain the math problem.,12,standard_object_d,1432,,
60,17,work,plural,present,The teachers who read the lessons that were in the books explain the math problem.,15,nested_subject_a,1433,,
60,18,work,plural,present,The teachers who read the lessons that were in the books clearly explain the math problem.,16,nested_subject_b,1434,,
60,19,work,plural,present,The experienced teachers who read the lessons that were in the books explain the math problem.,16,nested_subject_c,1435,,
60,20,work,plural,present,The experienced teachers who read the lessons that were in the books clearly explain the math problem.,17,nested_subject_d,1436,,
60,21,work,plural,present,The teachers who the professors who the universities recommended supervised explain the math problem.,14,nested_object_a,1437,,
60,22,work,plural,present,The teachers who the professors who the universities recommended supervised clearly explain the math problem.,15,nested_object_b,1438,,
60,23,work,plural,present,The experienced teachers who the professors who the universities recommended supervised explain the math problem.,15,nested_object_c,1439,,
60,24,work,plural,present,The experienced teachers who the professors who the universities recommended supervised clearly explain the math problem.,16,nested_object_d,1440,,
